n,m,density,avg_degree,log_n,log_m,mean_weight,std_weight,min_weight,max_weight,skew_weight,connected_components,best_algorithm,best_time_ms
1976,31633,0.01621124,32.01720648,7.58882988,10.36195616,49.92431609,28.80275900,0.01403194,99.99747467,0.00254059,1,kruskal,7.08915300
2078,8051,0.00373076,7.74879692,7.63916117,8.99355159,49.87991845,29.00573350,0.01704983,99.99655151,0.00952730,1,kruskal,3.37032000
634,5021,0.02502230,15.83911672,6.45204895,8.52138440,49.62109329,28.56165529,0.02134559,99.97241974,0.00968758,1,kruskal,1.32124000
930,2254,0.00521777,4.84731183,6.83518459,7.72046169,49.65567983,28.89264454,0.04362047,99.98717499,0.00368390,1,kruskal,1.24672100
4529,126680,0.01235462,55.94170899,8.41825644,11.74941950,49.89584504,28.86875955,0.01051441,99.99975586,0.00427818,1,kruskal,30.43384900
2385,59978,0.02109732,50.29601677,7.77695440,11.00173311,50.14006281,28.92491203,0.01468339,99.99971771,-0.00575696,1,prim,12.80937800
822,62107,0.18405837,151.11192214,6.71174040,11.03661398,50.01926334,28.86389548,0.01263766,99.99986267,0.00272063,1,prim,7.33584300
2934,10213,0.00237362,6.96182686,7.98412196,9.23141670,49.48164734,28.94886977,0.02423868,99.99807739,0.02186492,1,kruskal,4.85481900
3149,20706,0.00417752,13.15084154,8.05484022,9.93817879,50.19759822,28.84082568,0.01859799,99.99418640,-0.01052151,1,kruskal,7.06791600
722,50648,0.19458969,140.29916898,6.58202514,10.83265502,50.09850318,28.84498050,0.01086858,99.99973297,-0.00190751,1,prim,5.95591600
401,2355,0.02936409,11.74563591,5.99396143,7.76429601,50.50929130,28.99323286,0.07812977,99.99640656,0.01388260,1,kruskal,0.67730600
332,4199,0.07642049,25.29518072,5.80513497,8.34260168,49.97850162,29.14965230,0.02137476,99.96479797,0.03047851,1,prim,0.83990100
819,22211,0.06630723,54.23931624,6.70808408,10.00834294,49.97952960,28.84178876,0.01302654,99.99871063,-0.00450906,1,prim,3.35069400
3382,82559,0.01444028,48.82259018,8.12622253,11.32126847,50.12347762,28.94928994,0.01037680,99.99892426,-0.00516472,1,kruskal,19.54290600
1128,2310,0.00363420,4.09574468,7.02820143,7.74500280,49.72449587,29.09685443,0.03168994,99.99788666,0.01007534,1,kruskal,1.50507200
471,1128,0.01019108,4.78980892,6.15485809,7.02820143,49.89886676,29.21838837,0.15935384,99.82459259,-0.00544220,1,kruskal,0.58648000
771,120754,0.40680513,313.23994812,6.64768837,11.70151070,50.06143716,28.87922935,0.01030700,99.99877167,-0.00465617,1,prim,18.85574000
4748,174503,0.01548471,73.50589722,8.46547876,12.06969721,49.95769448,28.86412212,0.01058188,99.99958038,0.00012565,1,prim,41.48283700
1150,9954,0.01506641,17.31130435,7.04751722,9.20572976,50.01383212,28.75856372,0.01048200,99.98316193,0.00880943,1,kruskal,2.77265200
1226,31761,0.04229584,51.81239804,7.11151212,10.36599440,49.89694157,28.83512513,0.01398624,99.99920654,0.00286257,1,prim,5.77056700
766,3777,0.01289100,9.86161880,6.64118217,8.23668532,49.80397977,29.03103209,0.01805080,99.92283630,0.01438640,1,kruskal,1.33972800
767,4854,0.01652364,12.65710561,6.64248680,8.48755839,49.72781152,28.97579178,0.02845755,99.99427032,0.01677311,1,kruskal,1.43595800
1046,48038,0.08789556,91.85086042,6.95272864,10.77974764,49.84975028,28.90489536,0.01131573,99.99782562,0.00871468,1,prim,6.86540700
598,597,0.00334448,1.99665552,6.39359075,6.39191711,49.23510577,28.66409278,0.02331323,99.97371674,0.03279426,1,kruskal,0.66536100
397,531,0.00675521,2.67506297,5.98393628,6.27476202,50.60396497,28.42235329,0.34795144,99.96528625,0.00188907,1,kruskal,0.42938400
930,184955,0.42815144,397.75268817,6.83518459,12.12786783,50.02271800,28.87172442,0.01056551,99.99948120,-0.00337009,1,prim,20.64125400
2793,14417,0.00369759,10.32366631,7.93487157,9.57616334,49.80223220,28.70476098,0.03008178,99.99552917,0.00254500,1,kruskal,5.34545000
999,998,0.00200200,1.99799800,6.90675478,6.90575328,51.74629037,28.37028473,0.01671258,99.92583466,-0.08219998,1,kruskal,1.06336300
2963,8257,0.00188164,5.57340533,7.99395755,9.01881660,49.68610159,28.75402718,0.02736764,99.99839020,0.01115367,1,kruskal,4.49891100
441,28050,0.28911565,127.21088435,6.08904488,10.24174391,49.93850850,28.89815747,0.01225320,99.99919891,0.00746121,1,prim,2.84404200
447,446,0.00447427,1.99552573,6.10255859,6.10031895,49.40586000,28.33252829,0.01800613,99.96782684,0.05977116,1,kruskal,0.46067100
1621,57896,0.04409410,71.43244911,7.39079852,10.96640358,50.24251059,28.83918388,0.01191451,99.99971771,-0.00731463,1,prim,9.33856100
363,9267,0.14104379,51.05785124,5.89440283,9.13421498,49.85273526,28.91467617,0.01993161,99.99582672,0.01482394,1,prim,1.23420700
408,22369,0.26941514,109.65196078,6.01126717,10.01543135,49.86889806,28.92225425,0.01028118,99.99964142,-0.00120545,1,prim,2.27074000
1845,1846,0.00108519,2.00108401,7.52023456,7.52077642,49.75304106,28.93391154,0.01058023,99.91011047,0.03667642,1,kruskal,2.12625300
3000,188277,0.04185328,125.51800000,8.00636757,12.14566956,49.98470714,28.83041485,0.01109617,99.99911499,0.00207822,1,prim,36.58364700
557,107645,0.69517456,386.51705566,6.32256524,11.58659405,50.10661335,28.82169057,0.01133953,99.99971771,-0.00489227,1,prim,8.76490400
437,60741,0.63759369,277.99084668,6.07993320,11.01437420,49.92996098,28.81818228,0.01037715,99.99968719,0.00877638,1,prim,5.17895100
411,37862,0.44937392,184.24330900,6.01859321,10.54170325,50.07270752,28.93010187,0.01172722,99.99860382,0.00370973,1,prim,3.63124800
431,50885,0.54912858,236.12529002,6.06610809,10.83732346,49.96028947,28.81514125,0.01153853,99.99711609,0.00697123,1,prim,5.22780300
4369,179896,0.01885328,82.35111009,8.38228943,12.10013419,49.97409314,28.86996157,0.01057650,99.99937439,0.00133401,1,kruskal,41.38477600
1839,159974,0.09465688,173.97933660,7.51697722,11.98276658,49.92215166,28.87694640,0.01035787,99.99842072,0.00099158,1,prim,25.52239900
2214,14928,0.00609358,13.48509485,7.70255611,9.61099392,50.29041939,28.84144758,0.01371181,99.99334717,-0.02096608,1,kruskal,4.69773400
404,2336,0.02869567,11.56435644,6.00141488,7.75619534,51.01659975,28.76440399,0.03734281,99.89213562,-0.04096219,1,kruskal,0.68355100
1062,9475,0.01681781,17.84369115,6.96790920,9.15641203,50.12363646,28.79011677,0.01778629,99.98899078,-0.01527537,1,kruskal,2.42733800
1254,11821,0.01504650,18.85326954,7.13409372,9.37763289,49.95019598,28.81348402,0.01092597,99.99936676,-0.00576503,1,kruskal,3.06501900
1164,115631,0.17083293,198.67869416,7.05961763,11.65815937,50.03076751,28.83660900,0.01105590,99.99858856,0.00356339,1,prim,15.10400800
397,3917,0.04983080,19.73299748,5.98393628,8.27308133,50.55842000,28.77695644,0.02420707,99.97857666,-0.02676896,1,kruskal,0.87396100
491,490,0.00407332,1.99592668,6.19644413,6.19440539,49.49288276,28.61538642,0.26654640,99.73224640,0.03101464,1,kruskal,0.50333500
5694,22240,0.00137216,7.81173165,8.64716827,10.00964775,49.82713241,28.93438137,0.01120971,99.99465179,0.00474208,1,kruskal,11.01308500
1016,18295,0.03548156,36.01377953,6.92362863,9.81438308,49.96956418,29.00359966,0.01908465,99.99803162,-0.00029103,1,prim,3.34822900
2593,3439,0.00102335,2.65252603,7.86057079,8.14293601,49.84283464,28.90415526,0.01622760,99.97823334,0.01871581,1,kruskal,3.56027600
343,825,0.01406578,4.81049563,5.83773045,6.71538339,48.29914829,29.20024055,0.06957850,99.92946625,0.09382241,1,kruskal,0.42332500
715,959,0.00375703,2.68251748,6.57228254,6.86589107,49.92592166,29.17950644,0.02991674,99.99184418,-0.02913418,1,kruskal,0.83645600
1645,52866,0.03909658,64.27477204,7.40549566,10.87551569,49.93601864,28.82700675,0.01054488,99.99529266,0.00597848,1,prim,8.95791100
713,712,0.00280505,1.99719495,6.56948142,6.56807791,51.04361059,28.75803482,0.07182043,99.74548340,-0.04404172,1,kruskal,0.76462000
1088,198523,0.33572400,364.93198529,6.99209643,12.19866024,49.92670148,28.88769072,0.01000470,99.99991608,0.00352608,1,prim,24.16597100
1350,13324,0.01463251,19.73925926,7.20785987,9.49732220,50.27474980,28.82717614,0.01787382,99.98633575,-0.01040773,1,kruskal,3.74337700
863,8167,0.02195708,18.92699884,6.76041469,9.00785692,50.33438074,28.78929823,0.02033471,99.98212433,-0.00346971,1,kruskal,2.04507700
13362,194563,0.00217962,29.12183805,9.50017014,12.17851130,50.02579213,28.84655546,0.01020536,99.99968719,-0.00331207,1,kruskal,70.83932700
515,10371,0.07835745,40.27572816,6.24416690,9.24676873,49.55189596,28.75810311,0.02024408,99.99302673,0.01580798,1,prim,1.66050700
2966,58396,0.01328059,39.37693864,7.99496952,10.97500267,50.04388800,28.91836479,0.01387850,99.99906921,-0.00234147,1,kruskal,14.16484600
11293,65898,0.00103353,11.67059240,9.33193834,11.09586337,50.00142932,28.86908917,0.01030060,99.99892426,0.00104640,1,kruskal,35.40966200
602,10167,0.05620201,33.77740864,6.40025745,9.22690246,49.89215944,29.07319787,0.01097458,99.98895264,-0.00586200,1,prim,1.85784100
2985,10197,0.00228960,6.83216080,8.00135503,9.22984884,49.75989451,28.86461915,0.01330098,99.99132538,0.00947694,1,kruskal,5.02364200
6509,45452,0.00214596,13.96589338,8.78094111,10.72441210,50.02655433,28.80426370,0.01212262,99.99910736,-0.00488250,1,kruskal,19.07837800
1061,3961,0.00704391,7.46654100,6.96696714,8.28425180,50.63918154,28.93823921,0.01090245,99.99224854,-0.01700425,1,kruskal,1.61280900
4651,182733,0.01689848,78.57794023,8.44483753,12.11578135,50.13748840,28.89987067,0.01005252,99.99989319,-0.00794357,1,kruskal,44.26207800
942,29353,0.06622805,62.32059448,6.84800527,10.28715003,50.25773740,28.84690253,0.01020874,99.99800873,-0.01677909,1,prim,4.51761400
371,49610,0.72280906,267.43935310,5.91620206,10.81194771,50.20436539,28.93527317,0.01282642,99.99810028,-0.00860359,1,prim,4.01940400
729,6353,0.02394142,17.42935528,6.59167373,8.75668242,49.61494409,28.97463177,0.03469688,99.94238281,0.01473904,1,kruskal,1.61249900
1320,1319,0.00151515,1.99848485,7.18538702,7.18462915,49.59878928,28.24876772,0.05106957,99.66931152,-0.01672083,1,kruskal,1.50850500
620,119915,0.62491532,386.82258065,6.42971948,11.69453844,50.01811668,28.83382018,0.01100638,99.99885559,-0.00112091,1,prim,9.93296000
531,530,0.00376648,1.99623352,6.27476202,6.27287701,49.19730868,27.95860112,0.05730606,99.93448639,-0.00460930,1,kruskal,0.53952200
2732,195181,0.05231969,142.88506589,7.91278922,12.18168261,49.95030432,28.86473254,0.01025080,99.99840546,0.00129353,1,prim,39.45143700
3043,31346,0.00677253,20.60203746,8.02059915,10.35284195,50.19180973,28.81815457,0.01442152,99.99413300,-0.00446784,1,kruskal,9.50706200
776,1971,0.00655471,5.07989691,6.65415252,7.58629631,49.56092207,28.85616324,0.05382808,99.97280121,0.01729223,1,kruskal,1.06046000
1135,6521,0.01013294,11.49074890,7.03438793,8.78278302,50.01281572,28.86785794,0.06184319,99.96850586,-0.00414209,1,kruskal,2.36848500
443,2363,0.02413613,10.66817156,6.09356977,7.76768728,48.84062237,28.53869889,0.02647878,99.99983215,0.03563058,1,kruskal,0.74741500
601,27464,0.15232390,91.39434276,6.39859493,10.22063134,49.80650371,28.83864930,0.01251765,99.99810791,-0.00189283,1,prim,3.46447500
902,28419,0.06993707,63.01330377,6.80461452,10.25481321,49.86674435,28.76606401,0.03254607,99.99983215,0.00387646,1,prim,4.19321000
3334,123781,0.02227835,74.25374925,8.11192806,11.72626915,49.92603262,28.83430821,0.01060283,99.99884796,0.00629162,1,prim,27.53814500
596,595,0.00335570,1.99664430,6.39024067,6.38856141,49.35593155,28.88957909,0.34751636,99.97500610,0.03088346,1,kruskal,0.64476900
419,6291,0.07183885,30.02863962,6.03787092,8.74687532,50.90105055,28.96756635,0.02421056,99.99689484,-0.02049601,1,prim,1.14914400
1398,63617,0.06514778,91.01144492,7.24279792,11.06063601,49.92841005,28.85416306,0.01202042,99.99980164,0.01021087,1,prim,10.19111800
4717,15469,0.00139076,6.55882976,8.45892828,9.64659330,49.65288790,28.89764985,0.01191815,99.99956512,0.01450871,1,kruskal,8.26856000
964,57037,0.12288061,118.33402490,6.87109129,10.95145546,49.88101466,28.83131499,0.01780249,99.99915314,0.00803041,1,prim,7.34733800
1101,9161,0.01512840,16.64123524,7.00397414,9.12271062,50.09422807,28.93168308,0.02255321,99.98154449,0.00953957,1,kruskal,2.45466500
378,6095,0.08554026,32.24867725,5.93489420,8.71522404,50.69945220,28.87889176,0.01872159,99.99295807,-0.03358252,1,prim,1.06036400
313,347,0.00710658,2.21725240,5.74620319,5.84932478,48.45676200,28.54273195,0.36443347,99.77892303,0.08309549,1,kruskal,0.32604300
864,117855,0.31612109,272.81250000,6.76157277,11.67721033,50.10934020,28.85844725,0.01052791,99.99852753,-0.00240477,1,prim,13.75708400
398,397,0.00502513,1.99497487,5.98645201,5.98393628,49.19234735,28.93059593,0.62993401,99.76251221,-0.02919797,1,kruskal,0.41020300
1072,41070,0.07154354,76.62313433,6.97728134,10.62303321,50.01259964,28.80323680,0.01080451,99.99799347,0.00506902,1,prim,6.43536000
688,32942,0.13939102,95.76162791,6.53378884,10.40250372,49.92997629,28.63681615,0.01042294,99.99544525,0.01135432,1,kruskal,5.82891600
791,15715,0.05029685,39.73451327,6.67329797,9.66237095,50.16392490,28.93070387,0.01564074,99.99798584,-0.00386956,1,prim,2.71147500
6269,24787,0.00126161,7.90780029,8.74337213,10.11807460,50.36556197,28.82852733,0.01477185,99.99954987,-0.02462976,1,kruskal,12.70134400
1370,12104,0.01290728,17.67007299,7.22256602,9.40129126,49.59334541,28.80766548,0.01058383,99.98548889,0.01024203,1,kruskal,3.25263400
3859,34258,0.00460209,17.75485877,8.25816336,10.44167539,49.75748894,28.83473006,0.01008721,99.99936676,0.00410874,1,kruskal,11.09462200
1993,11858,0.00597372,11.89964877,7.59739632,9.38075802,50.46557956,28.88522951,0.01554331,99.99235535,-0.02690229,1,kruskal,3.93380100
10151,83442,0.00161972,16.44015368,9.22532750,11.33190706,50.10315425,28.83583021,0.01102817,99.99925232,-0.00425629,1,kruskal,39.21273100
816,3944,0.01186094,9.66666667,6.70441435,8.27995072,51.10419521,28.73200538,0.09215739,99.95834351,-0.05162065,1,kruskal,1.38226600
1090,9021,0.01519953,16.55229358,6.99393298,9.10731047,50.31479927,28.98267266,0.01548015,99.98921967,-0.01918817,1,kruskal,2.41537900
765,2836,0.00970468,7.41437908,6.63987583,7.95014989,50.97761015,28.83893383,0.02852050,99.88471985,-0.04677607,1,kruskal,1.18775700
1122,2534,0.00402938,4.51693405,7.02286809,7.83755436,50.05994000,28.83451809,0.01450396,99.99584198,-0.03440543,1,kruskal,1.55722800
1342,88834,0.09872518,132.39046200,7.20191632,11.39452474,49.88491934,28.80148769,0.01130216,99.99938965,0.00792996,1,prim,12.94005000
894,27689,0.06936626,61.94407159,6.79570578,10.22879050,49.95611533,28.78802453,0.01188709,99.99902344,0.00867839,1,prim,3.94025300
1380,2536,0.00266524,3.67536232,7.22983878,7.83834332,49.40330483,28.54112771,0.04335901,99.97264099,0.04247110,1,kruskal,1.90310700
443,1193,0.01218553,5.38600451,6.09356977,7.08422642,49.58561114,29.01774075,0.09816205,99.97525024,-0.00138055,1,kruskal,0.57746100
495,30257,0.24747066,122.25050505,6.20455776,10.31748284,50.00318853,28.86296969,0.01029469,99.99785614,-0.00066777,1,prim,3.25841100
1053,183305,0.33094833,348.15764482,6.95939851,12.11890671,50.05698620,28.85318395,0.01043242,99.99993134,-0.00347676,1,prim,25.63041600
4364,29749,0.00312487,13.63382218,8.38114435,10.30055080,49.88316878,28.78566689,0.01086912,99.99550629,0.00387598,1,kruskal,11.16096600
322,1018,0.01969776,6.32298137,5.77455155,6.92559520,49.54656167,28.59398852,0.08023965,99.86397552,-0.00242442,1,kruskal,0.45093300
3963,116740,0.01487001,58.91496341,8.28475659,11.66770452,49.86049293,28.88901703,0.01136860,99.99990845,0.00539661,1,kruskal,27.78821400
723,1172,0.00449037,3.24204703,6.58340922,7.06646697,49.80787638,28.10229620,0.02099810,99.97084045,0.00208468,1,kruskal,0.88588300
1041,153049,0.28273295,294.04226705,6.94793707,11.93851341,50.05668342,28.86060213,0.01068422,99.99920654,-0.00006559,1,prim,19.75085100
1610,65213,0.05034800,81.00993789,7.38398946,11.08541411,49.96557311,28.80685370,0.01266795,99.99838257,0.00058689,1,prim,10.96934600
1238,72873,0.09517137,117.72697900,7.12125245,11.19647348,49.90083935,28.77477172,0.01052931,99.99733734,0.00533106,1,prim,10.39709600
4319,10642,0.00114127,4.92799259,8.37077917,9.27256372,49.60777766,28.80328915,0.01766821,99.99329376,0.02140792,1,kruskal,6.71111200
573,50586,0.30868085,176.56544503,6.35088572,10.83143014,50.07935808,28.83232832,0.01095735,99.99375153,-0.00401601,1,prim,5.27481200
446,445,0.00448430,1.99551570,6.10031895,6.09807428,48.99965626,28.74794294,0.02948754,99.89121246,0.00588453,1,kruskal,0.45450100
681,680,0.00293686,1.99706314,6.52356231,6.52209280,48.01948882,28.88990951,0.02318963,99.95823669,0.06470452,1,kruskal,0.75589700
310,853,0.01780979,5.50322581,5.73657230,6.74875955,49.33710625,29.00065239,0.07215032,99.98807526,0.00713146,1,kruskal,0.39884400
731,730,0.00273598,1.99726402,6.59441346,6.59304453,50.10642707,29.25617162,0.01306551,99.63879395,-0.04798892,1,kruskal,0.79605100
1473,2983,0.00275152,4.05023761,7.29505642,8.00068478,50.46954309,29.05781079,0.03193394,99.98669434,-0.03392063,1,kruskal,2.01290000
582,115046,0.68045969,395.34707904,6.36647045,11.65308733,49.99214457,28.85703037,0.01024130,99.99991608,0.00064573,1,prim,9.49310100
1861,46962,0.02713422,50.46963998,7.52886926,10.75709404,49.86749615,28.90372780,0.01552196,99.99978638,0.00006986,1,prim,9.11900400
3974,8756,0.00110915,4.40664318,8.28752842,9.07749446,50.27925103,28.76265354,0.02153141,99.98493958,-0.02157976,1,kruskal,5.93682400
687,4283,0.01817595,12.46870451,6.53233429,8.36240898,50.47470471,28.63682213,0.02160773,99.91031647,-0.00097247,1,kruskal,1.28801000
1624,65779,0.04991289,81.00862069,7.39264752,11.09405592,50.19972262,28.82762212,0.01039093,99.99873352,-0.00605292,1,prim,11.25178900
3432,34543,0.00586708,20.12995338,8.14089846,10.44996020,50.06446261,28.91396879,0.01212786,99.99980927,-0.00694906,1,kruskal,10.54509700
2228,2695,0.00108631,2.41921005,7.70885960,7.89915348,49.38235259,28.71610480,0.02922223,99.99388885,0.01744062,1,kruskal,2.71516200
737,11065,0.04079774,30.02713704,6.60258789,9.31154225,50.00448285,28.69848240,0.01701993,99.99409485,0.00392174,1,prim,2.16253900
1086,35751,0.06068182,65.83977901,6.99025650,10.48433352,49.90177637,28.87923659,0.01142336,99.99968719,0.00037983,1,prim,5.52112800
773,14319,0.04798946,37.04786546,6.65027905,9.56934261,49.97770380,28.79017332,0.02892784,99.97318268,-0.00519654,1,prim,2.54626500
1783,130406,0.08208589,146.27706113,7.48605262,11.77840794,50.00851749,28.84304518,0.01054358,99.99869537,-0.00613656,1,prim,20.95808200
317,316,0.00630915,1.99369085,5.75890177,5.75574221,49.04305384,28.62193686,0.06245103,99.91000366,0.03762519,1,kruskal,0.33124700
349,13516,0.22257353,77.45558739,5.85507192,9.51162945,49.89004195,28.88680359,0.02438866,99.99680328,-0.00007541,1,prim,1.52951200
1813,7590,0.00462079,8.37286266,7.50273821,8.93458687,49.47157390,28.83547598,0.01537496,99.99685669,0.03637846,1,kruskal,3.07154100
765,13250,0.04534100,34.64052288,6.63987583,9.49175283,49.90004630,28.87176291,0.03243152,99.99358368,0.00231020,1,prim,2.43283300
459,11269,0.10721047,49.10239651,6.12905021,9.32981087,49.99148764,29.15862598,0.01340704,99.99483490,-0.00257121,1,prim,1.61155300
644,728,0.00351613,2.26086957,6.46769873,6.59030105,51.47314599,29.19596203,0.04207832,99.76985931,-0.05381704,1,kruskal,0.71824700
6579,33652,0.00155520,10.23012616,8.79163804,10.42382777,50.01979818,28.83740763,0.01085217,99.99775696,-0.00041205,1,kruskal,18.59573600
1737,62889,0.04171144,72.41105354,7.45991477,11.04912655,49.93034558,28.78350878,0.01144094,99.99663544,0.00478480,1,prim,11.96146500
597,2857,0.01605904,9.57118928,6.39191711,7.95752740,49.62656254,28.95238641,0.04169018,99.94290161,-0.00066216,1,kruskal,1.02859700
392,908,0.01184822,4.63265306,5.97126184,6.81124438,50.01061536,29.33664344,0.02393555,99.96512604,0.00697592,1,kruskal,0.49648500
860,109464,0.29635325,254.56744186,6.75693239,11.60335101,50.03244392,28.89737713,0.01074701,99.99964142,-0.00065368,1,prim,12.24273600
2263,70699,0.02762270,62.48254529,7.72444665,11.16618671,50.02811377,28.77244739,0.01157541,99.99815369,-0.00481393,1,prim,13.52400500
2095,31853,0.01452177,30.40859189,7.64730883,10.36888685,50.08132612,28.83080558,0.01491880,99.99896240,-0.00206268,1,kruskal,7.50793300
566,12939,0.08092185,45.72084806,6.33859408,9.46800129,50.29578995,29.05971049,0.03040277,99.99518585,-0.01157515,1,prim,1.93143700
659,2825,0.01302978,8.57359636,6.49072353,7.94626364,48.95850256,28.54478390,0.04008844,99.97274017,0.04983644,1,kruskal,1.03283500
342,11247,0.19287956,65.77192982,5.83481074,9.32785671,50.40886100,28.73488770,0.02333739,99.98193359,-0.03666404,1,prim,1.38420600
2890,5060,0.00121209,3.50173010,7.96901178,8.52912176,49.52868755,28.91083139,0.02121654,99.94113159,0.02523108,1,kruskal,3.99768300
323,12258,0.23571717,75.90092879,5.77765232,9.41393406,50.28170318,28.94478540,0.01368634,99.99401855,-0.01463957,1,prim,1.45305500
324,33065,0.63190383,204.10493827,5.78074352,10.40623060,49.97852407,28.93225781,0.01065624,99.99903107,0.00437010,1,prim,2.71246600
348,347,0.00574713,1.99425287,5.85220248,5.84932478,51.46436723,29.26578645,0.42859468,99.85117340,-0.06985803,1,kruskal,0.39008100
3844,49733,0.00673319,25.87565036,8.25426877,10.81442398,49.99807494,28.86336739,0.01597055,99.99999237,-0.00452540,1,kruskal,13.75684100
370,13513,0.19794917,73.04324324,5.91350301,9.51140746,50.01501269,28.69991969,0.01841175,99.99938965,0.00313843,1,prim,1.60375300
736,13609,0.05031426,36.98097826,6.60123012,9.51848662,49.84924468,28.66247916,0.01906186,99.99337006,0.01432897,1,prim,2.37332300
399,4570,0.05755595,22.90726817,5.98896142,8.42726848,50.05259558,28.58689335,0.02666614,99.99182129,0.00509546,1,kruskal,0.94954100
2180,10082,0.00424486,9.24954128,7.68708016,9.21850693,50.35172472,28.95155702,0.03366715,99.96547699,-0.01802695,1,kruskal,3.80972000
1194,13378,0.01878350,22.40871022,7.08506429,9.50136685,50.05347924,28.79994324,0.02973168,99.99205780,0.00640365,1,kruskal,3.11901300
717,160055,0.62354394,446.45746165,6.57507584,11.98327279,49.99564103,28.87688619,0.01057517,99.99933624,-0.00108300,1,prim,13.78813500
2437,74665,0.02515442,61.27615921,7.79852305,11.22076672,49.93627308,28.86963856,0.01018084,99.99691772,0.00298960,1,prim,14.78360800
1268,3274,0.00407580,5.16403785,7.14519613,8.09376776,49.88201339,28.86550382,0.01940784,99.99449158,0.00406805,1,kruskal,1.84294300
1121,9552,0.01521601,17.04192685,7.02197642,9.16450584,49.65151566,28.98984696,0.02131239,99.97781372,0.00264683,1,kruskal,2.64939400
312,311,0.00641026,1.99358974,5.74300319,5.73979291,52.76396236,28.73143571,0.02108813,99.88058472,-0.07878343,1,kruskal,0.32258000
990,179276,0.36620196,362.17373737,6.89770494,12.09668180,50.04864846,28.86707891,0.01075604,99.99938202,-0.00166377,1,prim,20.19765900
459,51916,0.49391596,226.21350763,6.12905021,10.85738231,50.04240822,28.92827070,0.01386206,99.99747467,-0.00286330,1,prim,4.87789300
1926,68004,0.03668406,70.61682243,7.56320059,11.12732181,50.20885092,28.85236060,0.01032169,99.99604034,-0.00561325,1,prim,11.79632300
716,16042,0.06267141,44.81005587,6.57368017,9.68296556,49.96232517,28.84414097,0.01706540,99.99745941,0.01153176,1,prim,2.51477700
1206,185145,0.25480481,307.03980100,7.09506438,12.12889458,49.95457020,28.84639175,0.01014935,99.99993896,0.00207667,1,prim,23.95971400
714,8482,0.03332273,23.75910364,6.57088296,9.04570155,50.29509658,28.70901550,0.01041116,99.98334503,0.00010501,1,kruskal,1.85084000
746,112875,0.40619321,302.61394102,6.61472560,11.63403629,50.07115747,28.89292565,0.01116606,99.99880219,0.00021298,1,prim,11.97927900
2368,88584,0.03160860,74.81756757,7.76980100,11.39170653,50.14246508,28.83726139,0.01018240,99.99772644,-0.01106439,1,prim,17.22362900
455,55170,0.53415307,242.50549451,6.12029742,10.91817461,50.10344519,28.83217793,0.01171560,99.99982452,-0.00807468,1,prim,5.20350600
8552,141212,0.00386204,33.02432180,9.05392045,11.85801759,50.06622447,28.96695935,0.01086635,99.99987793,-0.00527442,1,kruskal,44.96179100
3830,80151,0.01093087,41.85430809,8.25062008,11.29166763,50.13031629,28.88451778,0.01029099,99.99942017,-0.00599476,1,kruskal,21.02253100
406,11357,0.13813781,55.94581281,6.00635316,9.33758957,50.05276768,28.98433493,0.01047099,99.98443604,-0.00325576,1,prim,1.50366900
439,4035,0.04196961,18.38268793,6.08449941,8.30276158,49.69654238,28.65515865,0.02650532,99.99217987,0.00336400,1,kruskal,0.93512100
574,6463,0.03930046,22.51916376,6.35262940,8.77384889,49.74871584,28.94076735,0.02553859,99.93118286,0.00573108,1,kruskal,1.42449300
2007,93230,0.04631348,92.90483308,7.60439635,11.44282484,49.94440113,28.88146475,0.01058991,99.99900055,0.00475592,1,prim,16.25833700
406,405,0.00492611,1.99507389,6.00635316,6.00388707,47.23843096,28.65567009,0.13452321,99.86092377,0.07784032,1,kruskal,0.44411500
1010,4205,0.00825246,8.32673267,6.91770561,8.34402957,49.68222087,28.94607394,0.02257248,99.95623779,0.01952933,1,kruskal,1.60686600
1032,16893,0.03175400,32.73837209,6.93925395,9.73465461,49.89967911,28.73810332,0.01782591,99.99005890,-0.00235001,1,kruskal,3.91084400
850,6304,0.01747107,14.83294118,6.74523635,8.74893963,50.45979100,28.99645915,0.02643415,99.98340607,-0.03344755,1,kruskal,1.76156700
3223,6010,0.00115749,3.72944462,8.07806788,8.70118003,50.19552047,28.97202265,0.04877690,99.99510956,-0.00420340,1,kruskal,4.84836700
956,41215,0.09028675,86.22384937,6.86275791,10.62655755,49.89782482,28.85781301,0.01063284,99.99639893,0.00559737,1,prim,6.61714100
6005,192256,0.01066489,64.03197336,8.70034773,12.16658310,49.95100110,28.80312339,0.01009031,99.99958801,0.00498699,1,kruskal,52.96998500
630,18935,0.09556615,60.11111111,6.44571982,9.84876734,49.99078350,28.93091540,0.01101467,99.99328613,0.00139948,1,prim,3.02703500
6064,36932,0.00200903,12.18073879,8.71012493,10.51683366,49.93366192,28.85333578,0.01156537,99.99609375,0.00680773,1,kruskal,18.75237500
1264,4603,0.00576661,7.28322785,7.14203657,8.43446354,49.52423941,29.25976147,0.01713052,99.97553253,0.00681656,1,kruskal,2.08182500
1293,17457,0.02089963,27.00232019,7.16472038,9.76749599,50.00998671,28.95501306,0.01493437,99.99628448,0.00200231,1,prim,4.48150700
313,701,0.01435652,4.47923323,5.74620319,6.55250789,51.35438672,28.11970663,0.26630947,99.94359589,-0.08462959,1,kruskal,0.39808900
